#,access,\,dist,thread,,
#,3,iters,,,,
#,memory,size,,,,
,,,,,,
,,,,,,
vmstat_16t_2G_random_1,,,,,,
swap_ra,101600,103890,2290,185368,185374,6
swap_ra_hit,74471,76249,1778,135238,135244,6
ksm_swpin_copy,0,0,0,0,0,0
cow_ksm,0,0,0,0,0,0
zswpin,0,0,0,0,0,0
zswpout,0,0,0,0,0,0
direct_map_level2_splits,97,97,0,97,97,0
direct_map_level3_splits,1,1,0,1,1,0
nr_unstable,0,0,0,0,0,0
,,,,,,
,,,,,,
vmstat_32t_2G_normal:40_1,,,,,,
nr_free_pages,7676428,131175,-7545253,7670212,148472,-7521740
nr_zone_inactive_anon,12371,13218,847,932,934,2
nr_zone_active_anon,8672,8540,-132,23718,27287,3569
nr_zone_inactive_file,3818,1414284,1410466,822,7460075,7459253
nr_zone_active_file,9351,6114782,6105431,14319,45431,31112
nr_zone_unevictable,0,0,0,0,0,0
nr_zone_write_pending,61,50,-11,70,0,-70
nr_mlock,0,0,0,0,0,0
nr_bounce,0,0,0,0,0,0
nr_zspages,0,0,0,0,0,0
nr_free_cma,0,0,0,0,0,0
numa_hit,21202810572,21431281293,228470721,23453261455,23718673072,265411617
numa_miss,0,0,0,0,0,0
numa_foreign,0,0,0,0,0,0
numa_interleave,1637,1637,0,1637,1637,0
numa_local,21203072389,21431519105,228446716,23453441793,23718896256,265454463
numa_other,0,0,0,0,0,0
nr_inactive_anon,12371,13193,822,932,934,2
nr_active_anon,8672,8596,-76,23718,27084,3366
nr_inactive_file,3771,1414250,1410479,815,7460096,7459281
nr_active_file,9359,6114955,6105596,14319,45396,31077
nr_unevictable,0,0,0,0,0,0
nr_slab_reclaimable,20706,49237,28531,22626,49581,26955
nr_slab_unreclaimable,27348,27719,371,27356,28106,750
nr_isolated_anon,0,11,11,0,0,0
nr_isolated_file,0,0,0,0,0,0
workingset_nodes,68,1075,1007,0,278,278
workingset_refault_anon,2319526,2405361,85835,2667682,2667682,0
workingset_refault_file,13379343018,13541786295,162443277,14832653483,14996897933,164244450
workingset_activate_anon,209928,222651,12723,264574,264574,0
workingset_activate_file,2688936919,2737012191,48075272,2943334302,2943334302,0
workingset_restore_anon,140433,147931,7498,175775,175775,0
workingset_restore_file,8501471601,8531921248,30449647,9130004801,9290498029,160493228
workingset_nodereclaim,2849,3105,256,3107,3107,0
